gameVersion,summoner_name,summoner_team,summoner_position,summoner_champion,summoner_winFlag,opponent_name,opponent_team,opponent_position,opponent_champion,opponent_winFlag
13.21.539.4823,Hide on bush,blue,MIDDLE,Orianna,True,SOODAйGKIM,red,MIDDLE,Pyke,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Sylas,False,20201005,red,MIDDLE,Talon,True
13.21.539.4823,Hide on bush,blue,MIDDLE,Neeko,True,Bad start,red,MIDDLE,Orianna,False
13.21.539.4823,Hide on bush,red,MIDDLE,Orianna,False,Som is cute,blue,MIDDLE,Syndra,True
13.21.539.4823,Hide on bush,blue,MIDDLE,Taliyah,False,FA Kania,red,MIDDLE,Ziggs,True
13.21.539.4823,Hide on bush,red,MIDDLE,Orianna,True,난 부서지지 않아,blue,MIDDLE,Akali,False
13.21.539.4823,Hide on bush,red,MIDDLE,Yone,True,한알한알달,blue,MIDDLE,Orianna,False
13.21.539.4823,Hide on bush,red,MIDDLE,Akali,True,Som is cute,blue,MIDDLE,Orianna,False
13.21.539.4823,Hide on bush,blue,TOP,Akali,False,oqiaw,red,TOP,Jax,True
13.21.539.4823,Hide on bush,red,TOP,Yone,True,dddwan,blue,TOP,Renekton,False
13.21.539.4823,Hide on bush,red,MIDDLE,Neeko,True,Indexy,blue,MIDDLE,Akshan,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Yone,True,zheyidao7,red,MIDDLE,Talon,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Akali,True,미느성,red,MIDDLE,Yone,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Sylas,True,투정꾼 ,red,MIDDLE,KSante,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Yone,False,shuiyuanqianhe,red,MIDDLE,Azir,True
13.21.539.4823,Hide on bush,blue,MIDDLE,Sylas,False,vchasdqwvg,red,MIDDLE,Orianna,True
13.21.539.4823,Hide on bush,blue,BOTTOM,Tristana,False,hei si yyds,red,BOTTOM,Aphelios,True
13.21.539.4823,Hide on bush,red,MIDDLE,Akali,False,9 8 4 1,blue,MIDDLE,Lissandra,True
13.21.539.4823,Hide on bush,red,MIDDLE,Sylas,False,Re I Am,blue,MIDDLE,Akali,True
13.21.539.4823,Hide on bush,blue,MIDDLE,Yone,False,HLE L0ki,red,MIDDLE,Sylas,True
13.21.539.4823,Hide on bush,red,MIDDLE,Neeko,True,KT Feisty,blue,MIDDLE,Syndra,False
13.21.539.4823,Hide on bush,blue,UTILITY,Alistar,True,AST JJJeongHoon,red,UTILITY,Rakan,False
13.21.539.4823,Hide on bush,red,MIDDLE,Sylas,True,저 춤 못춰요,blue,MIDDLE,Orianna,False
13.21.539.4823,Hide on bush,blue,MIDDLE,Yone,True,송제우,red,MIDDLE,Lissandra,False
13.21.539.4823,Hide on bush,blue,JUNGLE,Rell,False,AngIe Beats,red,JUNGLE,Graves,True
13.21.539.4823,Hide on bush,blue,MIDDLE,Sylas,True,긴장해라쇼메이커,red,JUNGLE,Viego,False
13.21.539.1157,Hide on bush,red,MIDDLE,Sylas,False,지는날을보고싶다,blue,MIDDLE,Yone,True
13.21.539.1157,Hide on bush,red,MIDDLE,Taliyah,False,봇지의임금님랭킹,blue,MIDDLE,Vex,True
13.21.539.1157,Hide on bush,red,MIDDLE,Yone,True,asdfghjkllkjhgf,blue,MIDDLE,Akali,False
13.21.539.1157,Hide on bush,red,MIDDLE,Yone,False,난 부셔지지 않아,blue,MIDDLE,Leblanc,True
13.21.539.1157,Hide on bush,blue,MIDDLE,Zed,False,한알한알달,red,MIDDLE,Jayce,True
13.21.539.1157,Hide on bush,blue,MIDDLE,Jayce,False,카와이 뽀시,red,MIDDLE,Ziggs,True
13.21.537.9010,Hide on bush,blue,MIDDLE,Neeko,True,qwseresdfzxccvsd,red,MIDDLE,Orianna,False
13.21.537.9010,Hide on bush,blue,MIDDLE,Yone,True,BnuJ,red,MIDDLE,Diana,False
13.21.537.9010,Hide on bush,red,UTILITY,Blitzcrank,False,Dorian3,blue,UTILITY,Thresh,True
13.21.537.9010,Hide on bush,blue,MIDDLE,Azir,True,정신력 남자,red,MIDDLE,Orianna,False
13.21.537.9010,Hide on bush,red,MIDDLE,Jayce,True,전상득,blue,MIDDLE,Talon,False
13.20.536.9576,Hide on bush,red,MIDDLE,Orianna,True,jinyuhuahuo,blue,MIDDLE,Ekko,False
13.20.536.9576,Hide on bush,red,MIDDLE,Yone,True,SRTSS,blue,MIDDLE,Sylas,False
13.20.536.9576,Hide on bush,blue,UTILITY,Rakan,True,itsokcanwinslow,red,UTILITY,Alistar,False
13.20.536.9576,Hide on bush,red,MIDDLE,Akali,True,찍찍쩜쩜,blue,MIDDLE,Neeko,False
13.20.536.9576,Hide on bush,red,MIDDLE,Ahri,True,NS Hwichan,blue,MIDDLE,Akali,False
13.20.536.9576,Hide on bush,red,MIDDLE,Taliyah,True,Elite500 KR ,blue,MIDDLE,Vladimir,False
13.20.536.9576,Hide on bush,blue,UTILITY,Milio,True,svp king,red,UTILITY,Lux,False
13.20.536.9576,Hide on bush,blue,MIDDLE,Sylas,False,단국 대표 미드 ,red,MIDDLE,Jayce,True
13.20.536.9576,Hide on bush,red,MIDDLE,Akali,False,qwseresdfzxccvsd,blue,MIDDLE,Orianna,True
13.20.536.9576,Hide on bush,red,MIDDLE,Orianna,False,mashushu,blue,MIDDLE,Sylas,True
13.20.536.9576,Hide on bush,red,TOP,Rumble,False,NRG Dhokla,blue,TOP,Jayce,True
13.20.536.9576,Hide on bush,red,JUNGLE,Rell,True,연꽃연화,blue,JUNGLE,Viego,False
13.20.536.9576,Hide on bush,red,JUNGLE,Nidalee,False,bbimm,blue,JUNGLE,Taliyah,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,지는날을보고싶다,red,MIDDLE,Yone,True
13.20.536.9576,Hide on bush,red,MIDDLE,Ahri,True,Clozer3,blue,MIDDLE,Orianna,False
13.20.536.9576,Hide on bush,blue,MIDDLE,Neeko,True,전상득,red,MIDDLE,Talon,False
13.20.536.9576,Hide on bush,red,MIDDLE,Yone,False,Golden Guardians,blue,MIDDLE,Orianna,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Yasuo,True,riteleader,red,MIDDLE,TwistedFate,False
13.20.536.9576,Hide on bush,red,MIDDLE,Yone,False,langmanbusi,blue,MIDDLE,Orianna,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Syndra,False,BRO Ivory,red,MIDDLE,Orianna,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,yong ye,red,MIDDLE,Azir,True
13.20.536.9576,Hide on bush,blue,JUNGLE,JarvanIV,False,청포도육포,red,JUNGLE,Lillia,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,i kid,red,MIDDLE,Akali,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,딜서폿 꿀잼,red,MIDDLE,Azir,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,True,G2 Buggy,red,MIDDLE,Sylas,False
13.20.536.9576,Hide on bush,red,MIDDLE,Syndra,True,봇지의임금님랭킹,blue,MIDDLE,Orianna,False
13.20.536.9576,Hide on bush,red,MIDDLE,Syndra,False,G1psyDanger,blue,MIDDLE,Illaoi,True
13.20.536.9576,Hide on bush,red,MIDDLE,Viktor,False,DRX 끼얏호우,blue,MIDDLE,Leblanc,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,난 부서지지 않아,red,MIDDLE,Yone,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Orianna,False,TolanD23,red,MIDDLE,Syndra,True
13.20.536.9576,Hide on bush,red,MIDDLE,Azir,False,TolanD23,blue,MIDDLE,Orianna,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Akali,False,smlz1,red,MIDDLE,Azir,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Tristana,False,실수는실력,red,MIDDLE,Qiyana,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Taliyah,False,Chinata,red,MIDDLE,Sylas,True
13.20.536.9576,Hide on bush,red,MIDDLE,Yone,False,HLE Roamer,blue,MIDDLE,Sylas,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Sylas,False,apex1v1solo,red,MIDDLE,Seraphine,True
13.20.536.9576,Hide on bush,blue,MIDDLE,Azir,True,rehpyc,red,MIDDLE,Jayce,False
13.20.536.2230,Hide on bush,blue,MIDDLE,Sylas,False,kaokaokaokaokaoa,red,MIDDLE,Yone,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Jayce,False,MlDMlD,red,MIDDLE,Tristana,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Sylas,True,LunaLina,red,MIDDLE,Orianna,False
13.20.536.2230,Hide on bush,blue,MIDDLE,Sylas,True,TolanD23,red,MIDDLE,Sion,False
13.20.536.2230,Hide on bush,red,MIDDLE,Yone,False,Chinata,blue,MIDDLE,Orianna,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Jayce,False,NS Calix,red,MIDDLE,Ahri,True
13.20.536.2230,Hide on bush,red,MIDDLE,Orianna,True,쪼렙이다말로하자,blue,MIDDLE,Zoe,False
13.20.536.2230,Hide on bush,blue,TOP,Rumble,False,따봉 람머스,red,TOP,Tryndamere,True
13.20.536.2230,Hide on bush,red,MIDDLE,Taliyah,True,cikcik,blue,MIDDLE,Yone,False
13.20.536.2230,Hide on bush,red,MIDDLE,Taliyah,False,doueyesowo,blue,MIDDLE,Neeko,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Yone,True,buyonegetonefre,red,MIDDLE,Akali,False
13.20.536.2230,Hide on bush,red,TOP,Jax,True,Pham Hani,blue,TOP,Rumble,False
13.20.536.2230,Hide on bush,blue,TOP,Illaoi,True,전민혁,red,TOP,Maokai,False
13.20.536.2230,Hide on bush,red,MIDDLE,Azir,False,BRO Karis,blue,MIDDLE,Jayce,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Taliyah,True,BRO Ivory,red,MIDDLE,Syndra,False
13.20.536.2230,Hide on bush,blue,MIDDLE,Yone,True,내 채팅용,red,MIDDLE,Akshan,False
13.20.536.2230,Hide on bush,blue,MIDDLE,Orianna,True,buyonegetonefre,red,MIDDLE,Leblanc,False
13.20.536.2230,Hide on bush,red,MIDDLE,Syndra,True,Pobelter7,blue,MIDDLE,Orianna,False
13.20.536.2230,Hide on bush,red,MIDDLE,Akali,False,buyonegetonefre,blue,MIDDLE,Orianna,True
13.20.536.2230,Hide on bush,red,MIDDLE,Ahri,True,SidaRim,blue,MIDDLE,Neeko,False
13.20.536.2230,Hide on bush,blue,MIDDLE,Orianna,False,Indexy,red,MIDDLE,Akshan,True
13.20.536.2230,Hide on bush,blue,MIDDLE,Orianna,True,TolanD23,red,MIDDLE,LeeSin,False
13.20.536.2230,Hide on bush,red,MIDDLE,Yone,True,Damn JG,blue,MIDDLE,Neeko,False
13.20.535.2535,Hide on bush,blue,MIDDLE,LeeSin,False,langmanbusi,red,MIDDLE,Syndra,True
13.20.535.2535,Hide on bush,red,MIDDLE,Syndra,False,Damn JG,blue,MIDDLE,Orianna,True
13.20.535.2535,Hide on bush,blue,MIDDLE,Orianna,False,langmanbusi,red,MIDDLE,Yone,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Sylas,True,i love jungkook,red,MIDDLE,Orianna,False
13.19.534.5972,Hide on bush,red,MIDDLE,Taliyah,True,Arnold Hur,blue,MIDDLE,Syndra,False
13.19.534.5972,Hide on bush,blue,MIDDLE,Sylas,False,Chinata,red,MIDDLE,Neeko,True
13.19.534.5972,Hide on bush,red,UTILITY,Karma,False,농심라면다내꺼야,blue,UTILITY,Pyke,True
13.19.534.5972,Hide on bush,red,MIDDLE,Akali,False,캐리나할까,blue,MIDDLE,Yone,True
13.19.534.5972,Hide on bush,red,MIDDLE,Sylas,True,엘소드친구구함,blue,MIDDLE,Orianna,False
13.19.534.5972,Hide on bush,red,TOP,Sylas,True,자신감을잃지말자,blue,MIDDLE,KSante,False
13.19.534.5972,Hide on bush,red,TOP,Malphite,False,따봉 람머스,blue,TOP,Sylas,True
13.19.534.5972,Hide on bush,red,MIDDLE,Yone,False,2 C U Again,blue,MIDDLE,Tristana,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Sylas,False,미북이,red,MIDDLE,Neeko,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Sylas,True,KT Feisty,red,MIDDLE,Syndra,False
13.19.534.5972,Hide on bush,red,MIDDLE,Sylas,False,따봉 람미스,blue,MIDDLE,Orianna,True
13.19.534.5972,Hide on bush,red,MIDDLE,Neeko,True,Bae Suzy,blue,MIDDLE,Zed,False
13.19.534.5972,Hide on bush,blue,UTILITY,Pyke,False,Chu성훈,red,UTILITY,Bard,True
13.19.534.5972,Hide on bush,red,MIDDLE,KSante,True,DRX 끼얏호우,blue,MIDDLE,Jayce,False
13.19.534.5972,Hide on bush,red,MIDDLE,Sylas,True,FA06MID,blue,MIDDLE,Zoe,False
13.19.534.5972,Hide on bush,red,MIDDLE,Sylas,False,KT Feisty,blue,MIDDLE,Akali,True
13.19.534.5972,Hide on bush,red,MIDDLE,Sylas,False,KT Feisty,blue,MIDDLE,Akali,True
13.19.534.5972,Hide on bush,red,MIDDLE,Orianna,False,Damn JG,blue,MIDDLE,Zoe,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Sylas,True,Vetheo1,red,MIDDLE,Yone,False
13.19.534.5972,Hide on bush,blue,UTILITY,Alistar,False,Honpi,red,UTILITY,Rakan,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Syndra,True,SRTSS,red,MIDDLE,Orianna,False
13.19.534.5972,Hide on bush,red,MIDDLE,Taliyah,True,건물 사이 장미,blue,MIDDLE,Sylas,False
13.19.534.5972,Hide on bush,red,TOP,KSante,True,Arnold Hur,blue,TOP,Gangplank,False
13.19.534.5972,Hide on bush,blue,MIDDLE,Orianna,True,Nostalgic memory,red,MIDDLE,Vex,False
13.19.534.5972,Hide on bush,red,MIDDLE,Orianna,False,쪼렙이다말로하자,blue,MIDDLE,Zoe,True
13.19.534.5972,Hide on bush,red,MIDDLE,Taliyah,True,C9 EMENES,blue,MIDDLE,Leblanc,False
13.19.534.5972,Hide on bush,red,MIDDLE,Yone,False,C9 EMENES,blue,MIDDLE,Sylas,True
13.19.534.5972,Hide on bush,red,MIDDLE,Jayce,True,Arnold Hur,blue,MIDDLE,Orianna,False
13.19.534.5972,Hide on bush,blue,MIDDLE,Orianna,False,05 pro,red,MIDDLE,Taliyah,True
13.19.534.5972,Hide on bush,blue,MIDDLE,Orianna,False,KT Feisty,red,MIDDLE,Syndra,True
