gameVersion,summoner_name,summoner_team,summoner_position,summoner_champion,summoner_winFlag,opponent_name,opponent_team,opponent_position,opponent_champion,opponent_winFlag
13.20.535.2535,tnrhgoTek,red,JUNGLE,Rell,False,JUGKlNG,blue,JUNGLE,Vi,True
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Rell,False,Chinata,red,JUNGLE,LeeSin,True
13.19.534.5972,tnrhgoTek,red,JUNGLE,Rell,True,타 잔,blue,JUNGLE,Taliyah,False
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Taliyah,False,NS Sounda,red,JUNGLE,JarvanIV,True
13.19.534.5972,tnrhgoTek,red,JUNGLE,Viego,True,어리고싶다,blue,JUNGLE,LeeSin,False
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Taliyah,False,B0NN1E,red,JUNGLE,LeeSin,True
13.19.534.5972,tnrhgoTek,blue,MIDDLE,Yone,True,따봉 람미스,red,MIDDLE,Akali,False
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Khazix,True,kctz,red,JUNGLE,Rell,False
13.19.534.5972,tnrhgoTek,red,JUNGLE,Ekko,False,kctz,blue,JUNGLE,Viego,True
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Khazix,False,kctz,red,JUNGLE,Viego,True
13.19.534.5972,tnrhgoTek,red,JUNGLE,LeeSin,True,Epilogue for you,blue,JUNGLE,Graves,False
13.19.534.5972,tnrhgoTek,red,JUNGLE,Nidalee,False,Bluerzor fanboy,blue,JUNGLE,LeeSin,True
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Khazix,True,타 잔,red,JUNGLE,LeeSin,False
13.19.534.5972,tnrhgoTek,blue,JUNGLE,Taliyah,True,DRX Juhana,red,JUNGLE,Sejuani,False
13.19.534.5972,tnrhgoTek,blue,JUNGLE,LeeSin,True,DRX Juhana,red,JUNGLE,Viego,False
13.19.534.5972,tnrhgoTek,red,JUNGLE,Ekko,False,DRX Juhana,blue,JUNGLE,LeeSin,True
13.19.534.5972,tnrhgoTek,red,JUNGLE,Khazix,False,Zac,blue,JUNGLE,Zac,True
13.19.534.5972,tnrhgoTek,red,JUNGLE,LeeSin,True,FA Kania,blue,JUNGLE,Viego,False
13.19.534.5972,tnrhgoTek,red,JUNGLE,Taliyah,False,babyboy123,blue,JUNGLE,Khazix,True
13.19.534.5972,tnrhgoTek,blue,MIDDLE,Ziggs,False,langmanbusi,red,MIDDLE,Taliyah,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Nidalee,True,Kingen,red,JUNGLE,Ekko,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,LeeSin,False,White Canvis,red,JUNGLE,Viego,True
13.19.534.5972,기다려라 간다,red,JUNGLE,Talon,True,46185325,blue,JUNGLE,Taliyah,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,Vi,False,청포도육포,red,JUNGLE,Khazix,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Nidalee,False,B0NN1E,red,JUNGLE,Taliyah,True
13.19.534.5972,기다려라 간다,red,JUNGLE,Vi,False,babyboy123,blue,JUNGLE,Viego,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Vi,True,Bluerzor fanboy,red,JUNGLE,Belveth,False
13.19.534.5972,기다려라 간다,red,JUNGLE,Vi,False,aowamzosq,blue,JUNGLE,JarvanIV,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Viego,False,babyboy123,red,JUNGLE,LeeSin,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Taliyah,False,Blaber,red,JUNGLE,Viego,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,LeeSin,False,xiaofangOWO,red,JUNGLE,Viego,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,Khazix,True,FA Kania,red,JUNGLE,LeeSin,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,Taliyah,True,WxWxWxWxW,red,JUNGLE,LeeSin,False
13.19.534.5972,기다려라 간다,red,MIDDLE,Yone,False,luckyqqqq,blue,MIDDLE,Jayce,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,LeeSin,True,xycg,red,JUNGLE,Viego,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,Vi,True,asdjipadsjip,red,JUNGLE,Taliyah,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,JarvanIV,True,aowamzosq,red,JUNGLE,Vi,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,Nidalee,False,babyboy123,red,JUNGLE,Shaco,True
13.19.534.5972,기다려라 간다,blue,JUNGLE,LeeSin,True,WxWxWxWxW,red,JUNGLE,Taliyah,False
13.19.534.5972,기다려라 간다,red,JUNGLE,Taliyah,True,qixue,blue,JUNGLE,Evelynn,False
13.19.534.5972,기다려라 간다,red,JUNGLE,Ekko,True,aowamzosq,blue,JUNGLE,LeeSin,False
13.19.534.5972,기다려라 간다,blue,JUNGLE,Taliyah,True,Vetheo1,red,JUNGLE,LeeSin,False
13.19.533.1909,기다려라 간다,red,MIDDLE,LeeSin,True,지는날을보고싶다,blue,MIDDLE,Jayce,False
13.19.533.1909,기다려라 간다,blue,MIDDLE,Yone,True,블랙크핑크,red,MIDDLE,LeeSin,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Viego,True,marshmallowo,blue,JUNGLE,JarvanIV,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Nidalee,True,WangPiao1iang,red,JUNGLE,LeeSin,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Taliyah,True,Chillten,blue,JUNGLE,Khazix,False
13.19.533.1909,기다려라 간다,red,MIDDLE,Yone,False,주니어 네키,blue,MIDDLE,Akali,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,JarvanIV,False,마음이 피곤하다,red,JUNGLE,LeeSin,True
13.19.533.1909,기다려라 간다,red,MIDDLE,Yone,True,완벽한그는신인가,blue,MIDDLE,Sett,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Nidalee,True,BRO DDoiV,red,JUNGLE,LeeSin,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Taliyah,False,kctz,red,JUNGLE,Karthus,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,JarvanIV,False,Zac,red,JUNGLE,Zac,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,Poppy,True,kctz,red,JUNGLE,JarvanIV,False
13.19.533.1909,기다려라 간다,red,JUNGLE,LeeSin,False,Zac,blue,JUNGLE,Zac,True
13.19.533.1909,기다려라 간다,red,JUNGLE,Khazix,True,babyboy123,blue,JUNGLE,Taliyah,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Khazix,True,marshmallowo,blue,JUNGLE,LeeSin,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,LeeSin,True,일산전영찬,red,JUNGLE,Nidalee,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Nocturne,False,호떡붕어빵,blue,JUNGLE,LeeSin,True
13.19.533.1909,기다려라 간다,red,JUNGLE,JarvanIV,True,조광희,blue,JUNGLE,Ivern,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Taliyah,False,고려대 꽃미남,blue,JUNGLE,LeeSin,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,LeeSin,True,씨맥당신은틀렸어,red,JUNGLE,Rell,False
13.19.533.1909,기다려라 간다,red,JUNGLE,JarvanIV,False,WangPiao1iang,blue,JUNGLE,LeeSin,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,LeeSin,True,DRX Juhana,red,JUNGLE,Vi,False
13.19.533.1909,기다려라 간다,red,MIDDLE,Sylas,False,C9 EMENES,blue,MIDDLE,Vex,True
13.19.533.1909,기다려라 간다,red,JUNGLE,Nidalee,True,앙 맛있엉,blue,JUNGLE,Belveth,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,JarvanIV,True,역시폭군,red,JUNGLE,Zac,False
13.19.533.1909,기다려라 간다,blue,MIDDLE,Sylas,True,마라톤 게임,red,MIDDLE,LeeSin,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Taliyah,False,호떡붕어빵,red,JUNGLE,Nidalee,True
13.19.533.1909,기다려라 간다,blue,MIDDLE,Akali,False,꼭두각시 마스터,red,MIDDLE,Sylas,True
13.19.533.1909,기다려라 간다,red,MIDDLE,Ekko,False,Stere0 Hearts,blue,MIDDLE,KSante,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,LeeSin,False,드럼 기타 보컬,red,JUNGLE,Taliyah,True
13.19.533.1909,기다려라 간다,blue,JUNGLE,LeeSin,True,드럼 기타 보컬,red,JUNGLE,Graves,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Taliyah,True,ytrr,blue,JUNGLE,Sejuani,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Elise,False,DRX Juhana,red,JUNGLE,LeeSin,True
13.19.533.1909,기다려라 간다,red,JUNGLE,LeeSin,False,두 압,blue,JUNGLE,Poppy,True
13.19.533.1909,기다려라 간다,red,JUNGLE,Ekko,True,Bae Suzy,blue,JUNGLE,Gwen,False
13.19.533.1909,기다려라 간다,red,JUNGLE,Nidalee,True,menggaixingle,blue,JUNGLE,Viego,False
13.19.533.1909,기다려라 간다,blue,JUNGLE,Viego,False,두 압,red,JUNGLE,LeeSin,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Elise,False,menggaixingle,red,JUNGLE,Nidalee,True
13.18.530.4653,기다려라 간다,blue,TOP,Yasuo,False,함현식,red,TOP,Quinn,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,Run Higher,red,JUNGLE,Viego,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,NS Sounda,red,JUNGLE,RekSai,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,ananbaby,red,JUNGLE,Viego,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,False,FA ady,blue,JUNGLE,Taric,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Nidalee,False,Run Higher,red,JUNGLE,Graves,True
13.18.530.4653,기다려라 간다,blue,MIDDLE,Akali,True,카와이 뽀시,red,MIDDLE,Syndra,False
13.18.530.4653,기다려라 간다,red,UTILITY,Karma,False,shut downs,blue,UTILITY,Leona,True
13.18.530.4653,기다려라 간다,blue,MIDDLE,Ekko,False,Damn JG,red,MIDDLE,Azir,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Elise,True,징징이는징징징징,red,JUNGLE,Belveth,False
13.18.530.4653,기다려라 간다,blue,TOP,Fiora,False,General irel,red,TOP,Irelia,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,enenenenang,red,JUNGLE,Karthus,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,B0NN1E,red,JUNGLE,Nidalee,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Elise,True,염소 그리핀,blue,JUNGLE,Udyr,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Elise,True,DK Sharvel,red,JUNGLE,Nidalee,False
13.18.530.4653,기다려라 간다,red,MIDDLE,Ekko,True,DK WaIrus,blue,MIDDLE,Taliyah,False
13.18.530.4653,기다려라 간다,blue,UTILITY,Blitzcrank,False,마지막 우리,red,UTILITY,Karma,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,False,좋은하루좋은아침,blue,JUNGLE,Elise,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Viego,True,enenenenang,blue,JUNGLE,Karthus,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Graves,True,mikar,blue,JUNGLE,LeeSin,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Nidalee,True,marshmallowo,blue,JUNGLE,Graves,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Elise,True,Dnm dm new,blue,JUNGLE,Viego,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Viego,False,으끄으끄,red,JUNGLE,Ekko,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,False,baozaopiqi,red,JUNGLE,Viego,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Gwen,False,강호에 은거하다,blue,JUNGLE,Viego,True
13.18.530.4653,기다려라 간다,red,BOTTOM,Ezreal,False,슈퍼빅고수,blue,BOTTOM,Kaisa,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Nidalee,False,hold me7,blue,JUNGLE,Elise,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Taliyah,True,DEL3076142849,blue,JUNGLE,Nidalee,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Diana,True,KDF Courage,red,JUNGLE,Viego,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Gwen,True,KDF Courage,blue,JUNGLE,LeeSin,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Nocturne,True,marshmallowo,red,JUNGLE,Sejuani,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Khazix,False,marshmallowo,red,JUNGLE,JarvanIV,True
13.18.530.4653,기다려라 간다,red,JUNGLE,LeeSin,False,kctz,blue,JUNGLE,RekSai,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,True,Swamp1,blue,JUNGLE,LeeSin,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Nidalee,False,Dawn u,red,JUNGLE,Belveth,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,False,승훈짜장,blue,JUNGLE,LeeSin,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Viego,True,Dawn u,red,JUNGLE,Khazix,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Belveth,False,티아고 현진,red,JUNGLE,Nidalee,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Ekko,True,People are sick,red,JUNGLE,Nidalee,False
13.18.530.4653,기다려라 간다,blue,TOP,Renekton,True,kйri,red,TOP,Ornn,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Nidalee,True,zhao yang ,blue,JUNGLE,Elise,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Nidalee,True,타 잔,red,JUNGLE,Taliyah,False
13.18.530.4653,기다려라 간다,red,JUNGLE,LeeSin,False,DK Sharvel,blue,JUNGLE,Nidalee,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Gragas,True,zhao yang ,red,JUNGLE,Nidalee,False
13.18.530.4653,기다려라 간다,blue,MIDDLE,Yone,False,Abibass,red,MIDDLE,Qiyana,True
13.18.530.4653,기다려라 간다,blue,TOP,Yone,False,Tagliatelie,red,MIDDLE,Rumble,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Ekko,False,enenenenang,red,JUNGLE,Nidalee,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Graves,True,모래상자,blue,JUNGLE,LeeSin,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Diana,True,Gotham superstar,blue,JUNGLE,Graves,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,False,마음이 피곤하다,blue,JUNGLE,Gwen,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Taliyah,False,kctz,red,JUNGLE,Gwen,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,True,Swamp1,red,JUNGLE,Taliyah,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Gwen,True,앙 맛있엉,red,JUNGLE,Ekko,False
13.18.530.4653,기다려라 간다,blue,MIDDLE,Ekko,False,안참고살기,red,MIDDLE,Yone,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Gwen,False,BRO Raptor,red,JUNGLE,Diana,True
13.18.530.4653,기다려라 간다,red,JUNGLE,JarvanIV,False,marshmallowo,blue,JUNGLE,Diana,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,LeeSin,False,BRO Raptor,red,JUNGLE,Viego,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,True,kctz,blue,JUNGLE,Gwen,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Gwen,False,무인의섬,blue,JUNGLE,Shaco,True
13.18.530.4653,기다려라 간다,red,JUNGLE,Gwen,False,초이통통,blue,JUNGLE,Viego,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Gwen,False,꼬마우뇽대장,red,JUNGLE,RekSai,True
13.18.530.4653,기다려라 간다,blue,JUNGLE,Gwen,True,정현심,red,JUNGLE,Belveth,False
13.18.530.4653,기다려라 간다,red,JUNGLE,Ekko,True,B0NN1E,blue,JUNGLE,Taliyah,False
13.18.530.4653,기다려라 간다,blue,JUNGLE,Taliyah,False,vnioaehouadh,red,BOTTOM,Kaisa,True
13.18.530.4653,기다려라 간다,red,MIDDLE,Sylas,False,Stere0 Hearts,blue,MIDDLE,Orianna,True
13.16.525.6443,기다려라 간다,blue,JUNGLE,Taliyah,True,역시폭군,red,JUNGLE,Zac,False
13.16.525.6443,기다려라 간다,red,MIDDLE,Xerath,True,DK Siwoo,blue,TOP,Renekton,False
13.16.525.6443,기다려라 간다,blue,MIDDLE,Yone,True,징징이는징징징징,red,MIDDLE,Ekko,False
13.16.525.6443,기다려라 간다,red,JUNGLE,Ekko,False,블루리쉬잘해요,blue,JUNGLE,Graves,True
13.16.525.6443,기다려라 간다,blue,JUNGLE,Ekko,True,이 차가 식기전에,red,JUNGLE,Khazix,False
13.16.525.6443,기다려라 간다,blue,JUNGLE,Poppy,False,zenmewan,red,JUNGLE,Nocturne,True
13.16.525.6443,기다려라 간다,red,JUNGLE,Vi,False,Agurin모모,blue,JUNGLE,JarvanIV,True
13.16.525.6443,기다려라 간다,blue,JUNGLE,Khazix,True,Agurin모모,red,JUNGLE,Nocturne,False
13.16.525.6443,기다려라 간다,blue,JUNGLE,LeeSin,True,Radiohead,red,JUNGLE,Nocturne,False
13.16.525.6443,기다려라 간다,blue,MIDDLE,Ahri,False,Dawn u,red,JUNGLE,Khazix,True
